gene,gene_id,gps_max_overall,gps_max_immune
CPNE4,ENSG00000196353,1.29293439871252,
CPNE5,ENSG00000124772,0.879532978374909,
CPNE6,ENSG00000100884,0.879532978374909,
CPNE7,ENSG00000178773,0.654031739214786,
CPNE8,ENSG00000139117,1.29293439871252,
CPNE9,ENSG00000144550,,
CPO,ENSG00000144410,,
CPOX,ENSG00000080819,1.28598751089579,0.491729373250684
CPPED1,ENSG00000103381,0.879532978374909,
CPQ,ENSG00000104324,1.29293439871252,
CPS1,ENSG00000021826,1.91749249278834,
CPSF1,ENSG00000071894,0.879532978374909,
CPSF2,ENSG00000165934,1.29293439871252,
CPSF3,ENSG00000119203,0.879532978374909,
CPSF4,ENSG00000160917,,
CPSF4L,ENSG00000187959,0.879532978374909,
CPSF6,ENSG00000111605,0.879532978374909,
CPSF7,ENSG00000149532,0.879532978374909,0.654031739214786
CPT1A,ENSG00000110090,0.879532978374909,
CPT1B,ENSG00000205560,1.17728569075626,
CPT1C,ENSG00000169169,1.94696613792731,
CPT2,ENSG00000157184,1.37126235162559,
CPTP,ENSG00000224051,,
CPVL,ENSG00000106066,1.29293439871252,1.29293439871252
CPXCR1,ENSG00000147183,0.879532978374909,
CPXM1,ENSG00000088882,1.17728569075626,
CPXM2,ENSG00000121898,0.879532978374909,
CPZ,ENSG00000109625,1.29293439871252,
CR1,ENSG00000203710,2.79702547116325,1.17728569075626
CR1L,ENSG00000197721,0.879532978374909,
CR2,ENSG00000117322,2.05681866913117,2.05681866913117
CRABP1,ENSG00000166426,1.17728569075626,
CRABP2,ENSG00000143320,,
CRACD,ENSG00000109265,0.879532978374909,
CRACDL,ENSG00000196872,0.879532978374909,
CRACR2A,ENSG00000130038,1.29293439871252,
CRACR2B,ENSG00000177685,0.879532978374909,
CRADD,ENSG00000169372,2.1655204892707,
CRAMP1,ENSG00000007545,0.879532978374909,
CRAT,ENSG00000095321,1.28598751089579,
CRB1,ENSG00000134376,2.81955222848549,
CRB2,ENSG00000148204,1.37126235162559,1.37126235162559
CRB3,ENSG00000130545,,
CRBN,ENSG00000113851,1.37126235162559,
CRCP,ENSG00000241258,1.17728569075626,
CRCT1,ENSG00000169509,0.654031739214786,0.654031739214786
CREB1,ENSG00000118260,1.29293439871252,
CREB3,ENSG00000107175,0.879532978374909,
CREB3L1,ENSG00000157613,2.1655204892707,
CREB3L2,ENSG00000182158,1.29293439871252,
CREB3L3,ENSG00000060566,1.28598751089579,
CREB3L4,ENSG00000143578,1.17728569075626,
CREB5,ENSG00000146592,1.29293439871252,1.29293439871252
CREBBP,ENSG00000005339,2.1655204892707,0.491729373250684
CREBL2,ENSG00000111269,0.879532978374909,
CREBRF,ENSG00000164463,1.29293439871252,
CREBZF,ENSG00000137504,,
CREG1,ENSG00000143162,1.17728569075626,
CREG2,ENSG00000175874,0.654031739214786,0.654031739214786
CRELD1,ENSG00000163703,1.37126235162559,
CRELD2,ENSG00000184164,1.29293439871252,
CREM,ENSG00000095794,1.29293439871252,1.29293439871252
CRH,ENSG00000147571,1.17728569075626,
CRHBP,ENSG00000145708,,
CRHR1,ENSG00000120088,0.879532978374909,
CRHR2,ENSG00000106113,1.29293439871252,
CRIM1,ENSG00000150938,1.29293439871252,
CRIP1,ENSG00000213145,1.17728569075626,
CRIP2,ENSG00000182809,1.17728569075626,
CRIP3,ENSG00000146215,1.27858983329061,
CRIPT,ENSG00000119878,1.37126235162559,0.491729373250684
CRISP1,ENSG00000124812,,
CRISP2,ENSG00000124490,1.17728569075626,
CRISP3,ENSG00000096006,1.17728569075626,
CRISPLD1,ENSG00000121005,,
CRISPLD2,ENSG00000103196,1.94696613792731,
CRK,ENSG00000167193,0.879532978374909,
CRKL,ENSG00000099942,0.879532978374909,
CRLF1,ENSG00000006016,1.53356471758969,
CRLF2,ENSG00000205755,1.17728569075626,
CRLF3,ENSG00000176390,0.879532978374909,
CRLS1,ENSG00000088766,1.29293439871252,
CRMP1,ENSG00000072832,1.29293439871252,
CRNKL1,ENSG00000101343,0.879532978374909,
CRNN,ENSG00000143536,1.17728569075626,0.654031739214786
CROCC,ENSG00000058453,0.879532978374909,0.879532978374909
CROCC2,ENSG00000226321,,
CROT,ENSG00000005469,0.654031739214786,
CRP,ENSG00000132693,2.47022008946878,2.47022008946878
CRPPA,ENSG00000214960,1.37126235162559,
CRTAC1,ENSG00000095713,1.29293439871252,
CRTAM,ENSG00000109943,1.17728569075626,1.17728569075626
CRTAP,ENSG00000170275,2.1655204892707,0.654031739214786
CRTC1,ENSG00000105662,1.29293439871252,
CRTC2,ENSG00000160741,0.654031739214786,
CRTC3,ENSG00000140577,1.29293439871252,0.654031739214786
CRX,ENSG00000105392,2.1655204892707,
CRY1,ENSG00000008405,0.879532978374909,
CRY2,ENSG00000121671,1.29293439871252,
CRYAA,ENSG00000160202,2.66419675033811,
CRYAA2,ENSG00000276076,,
CRYAB,ENSG00000109846,2.1655204892707,
CRYBA1,ENSG00000108255,2.1655204892707,
CRYBA2,ENSG00000163499,0.879532978374909,
CRYBA4,ENSG00000196431,1.67379111602002,
CRYBB1,ENSG00000100122,2.1655204892707,
CRYBB2,ENSG00000244752,2.47476428222464,
CRYBB3,ENSG00000100053,1.37126235162559,
CRYBG1,ENSG00000112297,,
CRYBG2,ENSG00000176092,0.879532978374909,
CRYBG3,ENSG00000080200,1.50409107245073,
CRYGA,ENSG00000168582,0.879532978374909,
CRYGB,ENSG00000182187,1.37126235162559,
CRYGC,ENSG00000163254,2.1655204892707,
CRYGD,ENSG00000118231,1.67379111602002,
CRYGN,ENSG00000127377,,
CRYGS,ENSG00000213139,1.37126235162559,
CRYL1,ENSG00000165475,1.29293439871252,
CRYM,ENSG00000103316,1.37126235162559,
CRYZ,ENSG00000116791,1.29293439871252,
CRYZL1,ENSG00000205758,1.17728569075626,
CS,ENSG00000062485,,
CSAD,ENSG00000139631,1.53356471758969,
CSAG1,ENSG00000198930,1.17728569075626,
CSAG2,ENSG00000268902,,
CSAG3,ENSG00000268916,,
CSDC2,ENSG00000172346,1.17728569075626,0.654031739214786
CSDE1,ENSG00000009307,1.17728569075626,
CSE1L,ENSG00000124207,0.879532978374909,
CSF1,ENSG00000184371,1.29293439871252,1.29293439871252
CSF1R,ENSG00000182578,2.1655204892707,1.17728569075626
CSF2,ENSG00000164400,0.879532978374909,
CSF2RA,ENSG00000198223,1.80184378483208,1.80184378483208
CSF2RB,ENSG00000100368,1.37126235162559,1.29293439871252
CSF3,ENSG00000108342,0.654031739214786,0.654031739214786
CSF3R,ENSG00000119535,1.67379111602002,
CSGALNACT1,ENSG00000147408,1.37126235162559,1.29293439871252
CSGALNACT2,ENSG00000169826,1.17728569075626,
CSH1,ENSG00000136488,0.879532978374909,
CSH2,ENSG00000213218,0.879532978374909,
CSHL1,ENSG00000204414,,
CSK,ENSG00000103653,1.83131742997105,
CSKMT,ENSG00000214756,,
CSMD1,ENSG00000183117,1.29293439871252,1.29293439871252
CSMD2,ENSG00000121904,0.879532978374909,
CSMD3,ENSG00000164796,1.29293439871252,
CSN1S1,ENSG00000126545,,
CSN2,ENSG00000135222,1.17728569075626,
CSN3,ENSG00000171209,0.879532978374909,
CSNK1A1,ENSG00000113712,0.879532978374909,
CSNK1A1L,ENSG00000180138,0.879532978374909,
CSNK1D,ENSG00000141551,1.37126235162559,
CSNK1E,ENSG00000213923,0.879532978374909,
CSNK1G1,ENSG00000169118,0.879532978374909,
CSNK1G2,ENSG00000133275,0.879532978374909,
CSNK1G3,ENSG00000151292,0.879532978374909,
CSNK2A1,ENSG00000101266,1.37126235162559,
CSNK2A2,ENSG00000070770,1.17728569075626,
CSNK2A3,ENSG00000254598,,
CSNK2B,ENSG00000204435,1.37126235162559,0.654031739214786
CSNK2A2IP,ENSG00000283434,,
CSPG4,ENSG00000173546,1.17728569075626,
CSPG5,ENSG00000114646,0.879532978374909,
CSPP1,ENSG00000104218,1.37126235162559,
CSRNP1,ENSG00000144655,,
CSRNP2,ENSG00000110925,0.879532978374909,
CSRNP3,ENSG00000178662,,
CSRP1,ENSG00000159176,0.879532978374909,
CSRP2,ENSG00000175183,1.17728569075626,
CSRP3,ENSG00000129170,2.1655204892707,
CST1,ENSG00000170373,1.17728569075626,
CST11,ENSG00000125831,,
CST2,ENSG00000170369,1.17728569075626,
CST3,ENSG00000101439,2.47022008946878,
CST4,ENSG00000101441,1.17728569075626,
CST5,ENSG00000170367,1.17728569075626,
CST6,ENSG00000175315,1.66901506400694,0.879532978374909
CST7,ENSG00000077984,1.17728569075626,1.17728569075626
CST8,ENSG00000125815,1.17728569075626,
CST9,ENSG00000173335,0.879532978374909,
CST9L,ENSG00000101435,,
CSTA,ENSG00000121552,1.29293439871252,
CSTB,ENSG00000160213,1.67379111602002,
CSTF1,ENSG00000101138,0.879532978374909,
CSTF2,ENSG00000101811,,
CSTF2T,ENSG00000177613,0.879532978374909,
CSTF3,ENSG00000176102,0.879532978374909,
CSTL1,ENSG00000125823,,
CT45A1,ENSG00000268940,,
CT45A10,ENSG00000269586,,
CT45A3,ENSG00000269096,,
CT45A9,ENSG00000270946,,
CT47A6,ENSG00000226023,,
CT47B1,ENSG00000236446,0.879532978374909,
CT55,ENSG00000169551,1.17728569075626,
CT83,ENSG00000204019,,
CTAG2,ENSG00000126890,0.879532978374909,
CTAGE1,ENSG00000212710,1.29293439871252,
CTAGE15,ENSG00000271079,,
CTAGE4,ENSG00000288784,,
CTAGE6,ENSG00000271321,,
CTAGE8,ENSG00000289604,,
CTAGE9,ENSG00000236761,,
CTBP1,ENSG00000159692,2.1655204892707,
CTBP2,ENSG00000175029,1.29293439871252,
CTBS,ENSG00000117151,,
CTC1,ENSG00000178971,1.37126235162559,
CTCF,ENSG00000102974,2.1655204892707,
CTCFL,ENSG00000124092,0.879532978374909,
CTDNEP1,ENSG00000175826,0.654031739214786,
CTDP1,ENSG00000060069,1.37126235162559,
CTDSP1,ENSG00000144579,0.879532978374909,
CTDSP2,ENSG00000175215,0.879532978374909,
CTDSPL,ENSG00000144677,0.654031739214786,
CTDSPL2,ENSG00000137770,0.879532978374909,
CTF1,ENSG00000150281,1.17728569075626,
CTH,ENSG00000116761,1.67379111602002,
CTHRC1,ENSG00000164932,1.17728569075626,
CTIF,ENSG00000134030,1.29293439871252,1.29293439871252
CTLA4,ENSG00000163599,2.57152423200313,2.40922186603903
CTNNA1,ENSG00000044115,2.1655204892707,
CTNNA2,ENSG00000066032,1.67379111602002,
CTNNA3,ENSG00000183230,1.7846637719632,0.879532978374909
CTNNAL1,ENSG00000119326,,
CTNNB1,ENSG00000168036,3.34280618002696,0.491729373250684
CTNNBIP1,ENSG00000178585,0.879532978374909,
CTNNBL1,ENSG00000132792,0.879532978374909,0.879532978374909
CTNND1,ENSG00000198561,0.879532978374909,
CTNND2,ENSG00000169862,1.29293439871252,
CTNS,ENSG00000040531,1.67379111602002,0.879532978374909
CTPS1,ENSG00000171793,0.879532978374909,
CTPS2,ENSG00000047230,0.879532978374909,0.879532978374909
CTR9,ENSG00000198730,0.879532978374909,
CTRB1,ENSG00000168925,1.17728569075626,
CTRB2,ENSG00000168928,1.29293439871252,
CTRC,ENSG00000162438,3.45845488798322,
CTRL,ENSG00000141086,1.17728569075626,
CTSA,ENSG00000064601,1.97154382840137,
CTSB,ENSG00000164733,1.53356471758969,
CTSC,ENSG00000109861,2.1655204892707,
CTSD,ENSG00000117984,2.1655204892707,
CTSE,ENSG00000196188,1.17728569075626,1.17728569075626
CTSF,ENSG00000174080,2.1655204892707,
CTSG,ENSG00000100448,1.17728569075626,
CTSH,ENSG00000103811,2.47022008946878,2.47022008946878
CTSK,ENSG00000143387,0.879532978374909,
CTSL,ENSG00000135047,,
CTSO,ENSG00000256043,1.17728569075626,
CTSS,ENSG00000163131,0.654031739214786,
CTSV,ENSG00000136943,1.17728569075626,1.17728569075626
CTSW,ENSG00000172543,0.654031739214786,
CTSZ,ENSG00000101160,1.17728569075626,
CTTN,ENSG00000085733,0.879532978374909,
CTTNBP2,ENSG00000077063,1.94696613792731,
CTTNBP2NL,ENSG00000143079,0.879532978374909,
CTU1,ENSG00000142544,0.654031739214786,
CTU2,ENSG00000174177,1.37126235162559,
CTXN1,ENSG00000178531,,
CTXN2,ENSG00000233932,,
CTXN3,ENSG00000205279,0.879532978374909,
CUBN,ENSG00000107611,2.66419675033811,0.879532978374909
CUEDC1,ENSG00000180891,,
CUEDC2,ENSG00000107874,0.654031739214786,
CUL1,ENSG00000055130,1.29293439871252,
CUL2,ENSG00000108094,1.29293439871252,1.29293439871252
CUL3,ENSG00000036257,2.1655204892707,
CUL4A,ENSG00000139842,1.29293439871252,
CUL4B,ENSG00000158290,2.1655204892707,
CUL5,ENSG00000166266,1.29293439871252,1.29293439871252
CUL7,ENSG00000044090,1.37126235162559,
CUL9,ENSG00000112659,1.29293439871252,
CUTA,ENSG00000112514,1.27858983329061,0.654031739214786
CUTC,ENSG00000119929,1.17728569075626,
CUX1,ENSG00000257923,2.1655204892707,
CUX2,ENSG00000111249,3.45845488798322,0.624558094075822
CUZD1,ENSG00000138161,1.17728569075626,
CWC15,ENSG00000150316,0.624558094075822,
CWC22,ENSG00000163510,0.879532978374909,
CWC25,ENSG00000273559,,
CWC27,ENSG00000153015,2.1655204892707,0.491729373250684
CWF19L1,ENSG00000095485,1.37126235162559,
CWF19L2,ENSG00000152404,1.27858983329061,
CWH43,ENSG00000109182,1.29293439871252,
CX3CL1,ENSG00000006210,1.17728569075626,
CX3CR1,ENSG00000168329,1.94696613792731,1.29293439871252
CXADR,ENSG00000154639,1.29293439871252,
CXCL1,ENSG00000163739,1.17728569075626,
CXCL10,ENSG00000169245,1.17728569075626,1.17728569075626
CXCL11,ENSG00000169248,1.17728569075626,1.17728569075626
CXCL12,ENSG00000107562,3.12425182868357,1.17728569075626
CXCL13,ENSG00000156234,1.17728569075626,1.17728569075626
CXCL14,ENSG00000145824,1.17728569075626,
CXCL16,ENSG00000161921,1.17728569075626,1.17728569075626
CXCL17,ENSG00000189377,1.17728569075626,
CXCL2,ENSG00000081041,,
CXCL3,ENSG00000163734,,
CXCL5,ENSG00000163735,1.17728569075626,
CXCL6,ENSG00000124875,1.17728569075626,1.17728569075626
CXCL8,ENSG00000169429,1.17728569075626,1.17728569075626
CXCL9,ENSG00000138755,1.17728569075626,1.17728569075626
CXCR1,ENSG00000163464,0.879532978374909,
CXCR2,ENSG00000180871,1.29293439871252,1.29293439871252
CXCR3,ENSG00000186810,0.879532978374909,
CXCR4,ENSG00000121966,2.17246737708743,2.17246737708743
CXCR5,ENSG00000160683,,
CXCR6,ENSG00000172215,0.654031739214786,
CXXC1,ENSG00000154832,0.879532978374909,
CXXC4,ENSG00000168772,1.94696613792731,
CXXC5,ENSG00000171604,0.879532978374909,0.879532978374909
CXorf38,ENSG00000185753,,
CXorf58,ENSG00000165182,0.879532978374909,
CXorf65,ENSG00000204165,0.654031739214786,
CXorf66,ENSG00000203933,0.879532978374909,
CYB561,ENSG00000008283,1.37126235162559,
CYB561A3,ENSG00000162144,,
CYB561D1,ENSG00000174151,1.17728569075626,
CYB561D2,ENSG00000114395,0.654031739214786,
CYB5A,ENSG00000166347,0.879532978374909,
CYB5B,ENSG00000103018,1.29293439871252,1.29293439871252
CYB5D1,ENSG00000182224,0.654031739214786,
CYB5D2,ENSG00000167740,1.17728569075626,
CYB5R1,ENSG00000159348,1.17728569075626,1.17728569075626
CYB5R2,ENSG00000166394,,
CYB5R3,ENSG00000100243,1.67379111602002,
CYB5R4,ENSG00000065615,0.879532978374909,
CYB5RL,ENSG00000215883,,
CYBA,ENSG00000051523,1.67379111602002,0.879532978374909
CYBB,ENSG00000165168,1.67379111602002,0.879532978374909
CYBC1,ENSG00000178927,1.37126235162559,0.491729373250684
CYBRD1,ENSG00000071967,1.29293439871252,1.29293439871252
CYC1,ENSG00000179091,0.879532978374909,
CYCS,ENSG00000172115,2.1655204892707,
CYFIP1,ENSG00000273749,0.879532978374909,
CYFIP2,ENSG00000055163,2.1655204892707,
CYGB,ENSG00000161544,,
ZFTRAF1,ENSG00000187954,,
CYLC1,ENSG00000183035,,
CYLC2,ENSG00000155833,,
CYLD,ENSG00000083799,1.94696613792731,1.94696613792731
CYP11A1,ENSG00000140459,1.67379111602002,0.491729373250684
CYP11B1,ENSG00000160882,2.1655204892707,0.491729373250684
CYP11B2,ENSG00000179142,2.1655204892707,
CYP17A1,ENSG00000148795,2.1655204892707,
CYP19A1,ENSG00000137869,1.67379111602002,
CYP1A1,ENSG00000140465,0.879532978374909,
CYP1A2,ENSG00000140505,0.879532978374909,
CYP1B1,ENSG00000138061,2.1655204892707,0.879532978374909
CYP20A1,ENSG00000119004,0.879532978374909,
CYP21A2,ENSG00000231852,2.81955222848549,1.27858983329061
CYP24A1,ENSG00000019186,2.66419675033811,2.17246737708743
CYP26A1,ENSG00000095596,1.29293439871252,
CYP26B1,ENSG00000003137,1.37126235162559,
CYP26C1,ENSG00000187553,0.879532978374909,
CYP27A1,ENSG00000135929,1.37126235162559,0.879532978374909
CYP27B1,ENSG00000111012,2.1655204892707,0.879532978374909
CYP27C1,ENSG00000186684,0.879532978374909,
CYP2A13,ENSG00000197838,0.879532978374909,
CYP2A6,ENSG00000255974,1.7846637719632,
CYP2A7,ENSG00000198077,1.29293439871252,
CYP2B6,ENSG00000197408,0.879532978374909,
CYP2C18,ENSG00000108242,0.879532978374909,
CYP2C19,ENSG00000165841,1.29293439871252,
CYP2C8,ENSG00000138115,0.879532978374909,
CYP2C9,ENSG00000138109,0.879532978374909,
CYP2D6,ENSG00000100197,0.879532978374909,0.654031739214786
CYP2D7,ENSG00000205702,,
CYP2E1,ENSG00000130649,,
CYP2F1,ENSG00000197446,,
CYP2J2,ENSG00000134716,0.879532978374909,
CYP2R1,ENSG00000186104,3.45845488798322,
CYP2S1,ENSG00000167600,1.29293439871252,
CYP2U1,ENSG00000155016,1.67379111602002,
CYP2W1,ENSG00000073067,0.879532978374909,0.654031739214786
CYP39A1,ENSG00000146233,0.879532978374909,
CYP3A4,ENSG00000160868,1.17728569075626,1.17728569075626
CYP3A43,ENSG00000021461,0.879532978374909,
CYP3A5,ENSG00000106258,0.879532978374909,
CYP3A7,ENSG00000160870,0.879532978374909,
CYP3A7-CYP3A51P,ENSG00000282301,,
CYP46A1,ENSG00000036530,1.94696613792731,
CYP4A11,ENSG00000187048,0.879532978374909,
CYP4A22,ENSG00000162365,0.879532978374909,
CYP4B1,ENSG00000142973,0.879532978374909,
CYP4F11,ENSG00000171903,0.879532978374909,
CYP4F12,ENSG00000186204,0.879532978374909,
CYP4F2,ENSG00000186115,0.794258137645111,
CYP4F22,ENSG00000171954,2.1655204892707,
CYP4F3,ENSG00000186529,0.879532978374909,
CYP4F8,ENSG00000186526,,
CYP4V2,ENSG00000145476,2.1655204892707,
CYP4X1,ENSG00000186377,,
CYP4Z1,ENSG00000186160,0.879532978374909,
CYP51A1,ENSG00000001630,0.879532978374909,
CYP7A1,ENSG00000167910,1.94696613792731,
CYP7B1,ENSG00000172817,2.1655204892707,
CYP8B1,ENSG00000180432,1.29293439871252,
CYREN,ENSG00000122783,,
CYRIA,ENSG00000197872,0.879532978374909,
CYRIB,ENSG00000153310,,
CYS1,ENSG00000205795,1.29293439871252,
CYSLTR1,ENSG00000173198,,
CYSLTR2,ENSG00000152207,1.29293439871252,
CYSRT1,ENSG00000197191,,
CYSTM1,ENSG00000120306,0.654031739214786,
CYTH1,ENSG00000108669,1.29293439871252,1.29293439871252
CYTH2,ENSG00000105443,1.17728569075626,
CYTH3,ENSG00000008256,,
CYTH4,ENSG00000100055,1.29293439871252,
CYTIP,ENSG00000115165,1.29293439871252,
CYTL1,ENSG00000170891,1.17728569075626,
CYYR1,ENSG00000166265,,
CZIB,ENSG00000162384,0.879532978374909,
D2HGDH,ENSG00000180902,2.57152423200313,2.57152423200313
DAAM1,ENSG00000100592,0.879532978374909,
DAAM2,ENSG00000146122,1.37126235162559,1.37126235162559
DAB1,ENSG00000173406,1.28598751089579,
DAB2,ENSG00000153071,1.29293439871252,
DAB2IP,ENSG00000136848,1.29293439871252,
DACH1,ENSG00000276644,1.29293439871252,
DACH2,ENSG00000126733,,
DACT1,ENSG00000165617,1.29293439871252,
DACT2,ENSG00000164488,0.879532978374909,
DACT3,ENSG00000197380,,
DAD1,ENSG00000129562,,
DAG1,ENSG00000173402,2.1655204892707,
DAGLA,ENSG00000134780,1.29293439871252,0.654031739214786
DAGLB,ENSG00000164535,1.29293439871252,
DALRD3,ENSG00000178149,1.37126235162559,
DAND5,ENSG00000179284,0.879532978374909,
DAO,ENSG00000110887,1.67379111602002,
DAOA,ENSG00000182346,1.29293439871252,
DAP,ENSG00000112977,1.29293439871252,1.29293439871252
DAP3,ENSG00000132676,0.879532978374909,
DAPK1,ENSG00000196730,0.879532978374909,
DAPK2,ENSG00000035664,,
DAPK3,ENSG00000167657,0.879532978374909,
DAPL1,ENSG00000163331,,
DAPP1,ENSG00000070190,0.879532978374909,
DARS1,ENSG00000115866,1.37126235162559,
DARS2,ENSG00000117593,1.37126235162559,
DAW1,ENSG00000123977,1.29293439871252,1.29293439871252
DAXX,ENSG00000204209,0.654031739214786,0.654031739214786
DAZ1,ENSG00000188120,,
DAZ2,ENSG00000205944,,
DAZ3,ENSG00000187191,,
DAZ4,ENSG00000205916,,
DAZAP1,ENSG00000071626,0.879532978374909,
DAZAP2,ENSG00000183283,0.879532978374909,
DAZL,ENSG00000092345,1.29293439871252,
DBF4,ENSG00000006634,0.654031739214786,
DBF4B,ENSG00000161692,1.53356471758969,
DBH,ENSG00000123454,2.26360760848642,
DBI,ENSG00000155368,,
DBN1,ENSG00000113758,,
DBNDD1,ENSG00000003249,0.654031739214786,
DBNDD2,ENSG00000244274,,
DBNL,ENSG00000136279,0.879532978374909,
DBP,ENSG00000105516,,
DBR1,ENSG00000138231,1.37126235162559,
DBT,ENSG00000137992,1.67379111602002,
DBX1,ENSG00000109851,0.879532978374909,
DBX2,ENSG00000185610,0.879532978374909,
DCAF1,ENSG00000145041,0.879532978374909,
DCAF10,ENSG00000122741,0.879532978374909,
DCAF11,ENSG00000100897,0.879532978374909,
DCAF12,ENSG00000198876,1.29293439871252,
DCAF12L1,ENSG00000198889,0.879532978374909,
DCAF12L2,ENSG00000198354,0.879532978374909,
DCAF13,ENSG00000164934,0.879532978374909,
DCAF15,ENSG00000132017,0.879532978374909,
DCAF16,ENSG00000163257,,
DCAF17,ENSG00000115827,1.37126235162559,
DCAF4,ENSG00000119599,0.879532978374909,
DCAF4L1,ENSG00000182308,0.879532978374909,
DCAF4L2,ENSG00000176566,1.29293439871252,
DCAF5,ENSG00000139990,1.17728569075626,
DCAF6,ENSG00000143164,0.879532978374909,
DCAF7,ENSG00000136485,0.879532978374909,
DCAF8,ENSG00000132716,0.491729373250684,
DCAF8L1,ENSG00000226372,,
DCAF8L2,ENSG00000189186,,
DCAKD,ENSG00000172992,1.29293439871252,
DCANP1,ENSG00000251380,,
DCBLD1,ENSG00000164465,1.29293439871252,
DCBLD2,ENSG00000057019,0.879532978374909,
DCC,ENSG00000187323,2.82649911630222,
DCD,ENSG00000161634,,
DCDC1,ENSG00000170959,1.94696613792731,
DCDC2,ENSG00000146038,2.1655204892707,
DCDC2B,ENSG00000222046,0.879532978374909,
DCDC2C,ENSG00000214866,,
DCHS1,ENSG00000166341,2.1655204892707,
DCHS2,ENSG00000197410,1.29293439871252,
DCK,ENSG00000156136,1.17728569075626,
DCLK1,ENSG00000133083,1.17728569075626,
DCLK2,ENSG00000170390,1.29293439871252,
DCLK3,ENSG00000163673,2.17246737708743,
DCLRE1A,ENSG00000198924,0.879532978374909,
DCLRE1B,ENSG00000118655,2.57152423200313,0.654031739214786
DCLRE1C,ENSG00000152457,1.67379111602002,1.67379111602002
DCN,ENSG00000011465,1.7846637719632,
DCP1A,ENSG00000272886,0.879532978374909,
DCP1B,ENSG00000151065,,
DCP2,ENSG00000172795,1.29293439871252,
DCPS,ENSG00000110063,0.491729373250684,0.491729373250684
DCST1,ENSG00000163357,1.29293439871252,
DCST2,ENSG00000163354,1.29293439871252,
DCSTAMP,ENSG00000164935,2.17246737708743,
DCT,ENSG00000080166,1.29293439871252,1.29293439871252
DCTD,ENSG00000129187,,
DCTN1,ENSG00000204843,2.1655204892707,
DCTN2,ENSG00000175203,0.879532978374909,
DCTN3,ENSG00000137100,,
DCTN4,ENSG00000132912,0.879532978374909,
DCTN5,ENSG00000166847,0.879532978374909,
DCTN6,ENSG00000104671,,
DCTPP1,ENSG00000179958,,
DCUN1D1,ENSG00000043093,1.17728569075626,
DCUN1D2,ENSG00000150401,1.17728569075626,1.17728569075626
DCUN1D3,ENSG00000188215,0.879532978374909,
DCUN1D4,ENSG00000109184,1.29293439871252,
DCUN1D5,ENSG00000137692,1.17728569075626,
DCX,ENSG00000077279,2.1655204892707,
DCXR,ENSG00000169738,1.17728569075626,
DDA1,ENSG00000130311,0.879532978374909,
DDAH1,ENSG00000153904,0.879532978374909,
DDAH2,ENSG00000213722,1.53356471758969,0.654031739214786
DDB1,ENSG00000167986,1.37126235162559,
DDB2,ENSG00000134574,0.879532978374909,0.491729373250684
DDC,ENSG00000132437,2.1655204892707,1.29293439871252
DDHD1,ENSG00000100523,2.1655204892707,
DDHD2,ENSG00000085788,2.1655204892707,
DDI1,ENSG00000170967,0.879532978374909,
DDI2,ENSG00000197312,0.879532978374909,
DDIAS,ENSG00000165490,,
DDIT3,ENSG00000175197,1.17728569075626,
DDIT4,ENSG00000168209,1.17728569075626,
DDIT4L,ENSG00000145358,,
DDN,ENSG00000181418,,
DDO,ENSG00000203797,0.879532978374909,
DDOST,ENSG00000244038,0.879532978374909,
DDR1,ENSG00000204580,2.71085040834596,1.27858983329061
DDR2,ENSG00000162733,1.66901506400694,
DDRGK1,ENSG00000198171,0.491729373250684,
DDT,ENSG00000099977,1.17728569075626,
DDTL,ENSG00000099974,,
DDX1,ENSG00000079785,0.879532978374909,
DDX10,ENSG00000178105,0.879532978374909,
DDX11,ENSG00000013573,0.879532978374909,
DDX17,ENSG00000100201,0.879532978374909,
DDX18,ENSG00000088205,,
DDX19A,ENSG00000168872,0.879532978374909,
DDX19B,ENSG00000157349,0.879532978374909,
DDX20,ENSG00000064703,0.879532978374909,
DDX21,ENSG00000165732,,
DDX23,ENSG00000174243,1.17728569075626,
DDX24,ENSG00000089737,0.879532978374909,
DDX25,ENSG00000109832,1.17728569075626,
DDX27,ENSG00000124228,0.879532978374909,
DDX28,ENSG00000182810,,
DDX31,ENSG00000125485,,
DDX39A,ENSG00000123136,0.879532978374909,
DDX39B,ENSG00000198563,0.879532978374909,0.654031739214786
DDX3X,ENSG00000215301,2.1655204892707,
DDX3Y,ENSG00000067048,,
DDX4,ENSG00000152670,,
DDX41,ENSG00000183258,2.1655204892707,0.879532978374909
DDX42,ENSG00000198231,0.879532978374909,
DDX43,ENSG00000080007,0.879532978374909,
DDX46,ENSG00000145833,1.17728569075626,
DDX47,ENSG00000213782,0.879532978374909,
DDX49,ENSG00000105671,,
DDX5,ENSG00000108654,1.29293439871252,
DDX50,ENSG00000107625,0.879532978374909,
DDX51,ENSG00000185163,0.879532978374909,
DDX52,ENSG00000278053,,
DDX53,ENSG00000184735,1.29293439871252,1.29293439871252
DDX54,ENSG00000123064,0.879532978374909,
DDX55,ENSG00000111364,0.654031739214786,
DDX56,ENSG00000136271,1.29293439871252,1.29293439871252
RIGI,ENSG00000107201,,
DDX59,ENSG00000118197,2.1655204892707,
DDX6,ENSG00000110367,1.37126235162559,
DDX60,ENSG00000137628,0.879532978374909,
DDX60L,ENSG00000181381,0.879532978374909,
DEAF1,ENSG00000177030,1.37126235162559,
